Entry,Entry name,Status,Protein names,Cross-reference (DrugBank),Annotation
A0A0F6TN97,A0A0F6TN97_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2 (Fragment),,1 out of 5
A0A068BFV4,A0A068BFV4_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 1 (Fragment),,1 out of 5
A0A386IPY8,A0A386IPY8_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 1,,1 out of 5
A0A2S0R9F7,A0A2S0R9F7_HUMAN,unreviewed,BRCA2 (Fragment),,1 out of 5
A0A386IN15,A0A386IN15_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2,,1 out of 5
A0A386IN33,A0A386IN33_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 1 (Fragment),,1 out of 5
K4JTS0,K4JTS0_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 1 (Fragment),,1 out of 5
A0A068BCA8,A0A068BCA8_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2 (Fragment),,1 out of 5
A0A6B7FW87,A0A6B7FW87_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27) (Fragment),,1 out of 5
A0A386INP3,A0A386INP3_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27),,3 out of 5
A0A6B7FUX9,A0A6B7FUX9_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27) (Fragment),,1 out of 5
A0A5B9XWT5,A0A5B9XWT5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2),,3 out of 5
A0A386IPW2,A0A386IPW2_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27),,3 out of 5
A0A068BDT9,A0A068BDT9_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 1 (Fragment),,1 out of 5
O14738,O14738_HUMAN,unreviewed,Uncharacterized protein (Fragment),,1 out of 5
A0A0S2ZZE6,A0A0S2ZZE6_HUMAN,unreviewed,BRCA2 (Fragment),,1 out of 5
A0A248X3X9,A0A248X3X9_HUMAN,unreviewed,BRCA2 (Fragment),,1 out of 5
Q9H4L2,Q9H4L2_HUMAN,unreviewed,Breast cancer 2 tumor suppressor (Fragment),,1 out of 5
K4JUC8,K4JUC8_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2 (Fragment),,1 out of 5
A0A068BFW6,A0A068BFW6_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2 (Fragment),,1 out of 5
A0A0B6XK26,A0A0B6XK26_HUMAN,unreviewed,Jagged 2 (Fragment),,1 out of 5
A0A386IQ62,A0A386IQ62_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2 (Fragment),,1 out of 5
Q7Z606,Q7Z606_HUMAN,unreviewed,Breast and ovarian cancer susceptibility protein (Fragment),,2 out of 5
A0A386IQ58,A0A386IQ58_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 1 (Fragment),,1 out of 5
A0A2S0RA74,A0A2S0RA74_HUMAN,unreviewed,BRCA2 (Fragment),,1 out of 5
F8VRR2,F8VRR2_HUMAN,unreviewed,Breast cancer metastasis-suppressor 1-like protein,,1 out of 5
Q7GXT4,Q7GXT4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2),,3 out of 5
Q8WCW3,Q8WCW3_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,,2 out of 5
A0A6G8IU58,A0A6G8IU58_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27),,3 out of 5
A0A4P8DLA0,A0A4P8DLA0_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27),,3 out of 5
A0A286R9D9,A0A286R9D9_HUMAN,unreviewed,High mobility group protein 1 (High mobility group protein B1) (Fragment),,3 out of 5
Q9BZG5,Q9BZG5_HUMAN,unreviewed,Androgen receptor (Fragment),,1 out of 5
Q9B1S6,Q9B1S6_HUMAN,unreviewed,Cytochrome c oxidase subunit 3,,2 out of 5
Q8WCW0,Q8WCW0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 7.1.1.2),,2 out of 5
Q6RN54,Q6RN54_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2),,2 out of 5
A0A6B7FU85,A0A6B7FU85_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27) (Fragment),,1 out of 5
Q9H2M1,Q9H2M1_HUMAN,unreviewed,ER-alpha (Estradiol receptor) (Estrogen receptor) (Nuclear receptor subfamily 3 group A member 1),,2 out of 5
A6ZF88,A6ZF88_HUMAN,unreviewed,ATP synthase subunit a,,2 out of 5
D5K9S7,D5K9S7_HUMAN,unreviewed,POU domain transcription factor OCT4-pg3,,1 out of 5
Q8WTS0,Q8WTS0_HUMAN,unreviewed,Nav1.5 (Fragment),,1 out of 5
A0A068BDV0,A0A068BDV0_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 1 (Fragment),,1 out of 5
E9LRM1,E9LRM1_HUMAN,unreviewed,POU domain protein,,2 out of 5
E9PH68,E9PH68_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),,1 out of 5
E0Y4S2,E0Y4S2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2),,3 out of 5
K7EJW3,K7EJW3_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein,,1 out of 5
Q9H282,Q9H282_HUMAN,unreviewed,Serologically defined breast cancer antigen NY-BR-46 (Fragment),,1 out of 5
Q8WWV7,Q8WWV7_HUMAN,unreviewed,Prolactin receptor (Fragment),,1 out of 5
A0A2S0R9E7,A0A2S0R9E7_HUMAN,unreviewed,BRCA2 (Fragment),,1 out of 5
F1SW65,F1SW65_HUMAN,unreviewed,CCDC74A isoform 2,,1 out of 5
A0A2S0RA90,A0A2S0RA90_HUMAN,unreviewed,BRCA2 (Fragment),,1 out of 5
A6ZFS5,A6ZFS5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2),,3 out of 5
Q4G7B0,Q4G7B0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2),,3 out of 5
H3BVF0,H3BVF0_HUMAN,unreviewed,Breast cancer anti-estrogen resistance protein 1 (Fragment),,1 out of 5
A6ZFK2,A6ZFK2_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 7.1.1.9),,3 out of 5
A0A2S0RPZ9,A0A2S0RPZ9_HUMAN,unreviewed,BRCA1 (Fragment),,1 out of 5
A0A024R1Y1,A0A024R1Y1_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27),,3 out of 5
F5HS92,F5HS92_HUMAN,unreviewed,Cytochrome b,,2 out of 5
Q71BB6,Q71BB6_HUMAN,unreviewed,Advanced glycosylation end product-specific receptor RAGE3 (Advanced glycosylation end product-specific receptor variant sRAGE1) (Fragment),,1 out of 5
A0A024R1Z8,A0A024R1Z8_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27),,3 out of 5
A0A068BCB8,A0A068BCB8_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 1 (Fragment),,1 out of 5
A0A6B7FW56,A0A6B7FW56_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27) (Fragment),,1 out of 5
A0A2S0RQH1,A0A2S0RQH1_HUMAN,unreviewed,BRCA1 (Fragment),,1 out of 5
E9LRP3,E9LRP3_HUMAN,unreviewed,POU domain protein,,2 out of 5
A0A2S0RAP4,A0A2S0RAP4_HUMAN,unreviewed,BRCA2 (Fragment),,1 out of 5
A0A068BI27,A0A068BI27_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2 (Fragment),,1 out of 5
A0A0F6RAU2,A0A0F6RAU2_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 1 (Fragment),,1 out of 5
A0A024R1W0,A0A024R1W0_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27),,3 out of 5
A6ZF67,A6ZF67_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2),,3 out of 5
A0A098CK12,A0A098CK12_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (Fragment),,2 out of 5
Q14268,Q14268_HUMAN,unreviewed,ER-alpha (Estradiol receptor) (Estrogen receptor) (Nuclear receptor subfamily 3 group A member 1),,2 out of 5
A0A068BCC2,A0A068BCC2_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2 (Fragment),,1 out of 5
A0A0A7E6R6,A0A0A7E6R6_HUMAN,unreviewed,Truncated breast cancer type 2 susceptibility protein (Fragment),,1 out of 5
A0A0S2ZYN3,A0A0S2ZYN3_HUMAN,unreviewed,Mutant BRCA2 (Fragment),,1 out of 5
A0A0F6TN92,A0A0F6TN92_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2 (Fragment),,1 out of 5
A0A2S0R9F2,A0A2S0R9F2_HUMAN,unreviewed,BRCA2 (Fragment),,1 out of 5
A0A2S0RA82,A0A2S0RA82_HUMAN,unreviewed,BRCA2 (Fragment),,1 out of 5
A0A386INK6,A0A386INK6_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2,,1 out of 5
A0A0B6XK00,A0A0B6XK00_HUMAN,unreviewed,"Lectin, galactoside-binding, soluble, 1 (Fragment)",,1 out of 5
A0A7P0TAP7,A0A7P0TAP7_HUMAN,unreviewed,Breast cancer type 2 susceptibility protein,,1 out of 5
A0A068BI32,A0A068BI32_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 1 (Fragment),,1 out of 5
W5J8Y1,W5J8Y1_ANODA,unreviewed,Breast cancer metastasis-suppressor,,1 out of 5
A0A2R8Y4C2,A0A2R8Y4C2_HUMAN,unreviewed,Breast cancer anti-estrogen resistance protein 1,,1 out of 5
Q4JM57,Q4JM57_HUMAN,unreviewed,Envelope protein (Fragment),,1 out of 5
A0A068BEW3,A0A068BEW3_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2 (Fragment),,1 out of 5
A0A248X3Z3,A0A248X3Z3_HUMAN,unreviewed,BRCA2 (Fragment),,1 out of 5
A0A2S0R999,A0A2S0R999_HUMAN,unreviewed,BRCA2 (Fragment),,1 out of 5
Q305D3,Q305D3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2),,2 out of 5
A0A6B7FU56,A0A6B7FU56_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27) (Fragment),,1 out of 5
A0A2R8Y6Y9,A0A2R8Y6Y9_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein,,1 out of 5
A0A6B7FUA6,A0A6B7FUA6_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27) (Fragment),,1 out of 5
A0A5B9XWV8,A0A5B9XWV8_HUMAN,unreviewed,Cytochrome b,,2 out of 5
A0A6B7FUA0,A0A6B7FUA0_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27) (Fragment),,1 out of 5
A0A2R8YFS8,A0A2R8YFS8_HUMAN,unreviewed,Breast cancer anti-estrogen resistance protein 1,,1 out of 5
A0A0F6RAD4,A0A0F6RAD4_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2 (Fragment),,1 out of 5
A0A0K0QRF6,A0A0K0QRF6_HUMAN,unreviewed,Truncated breast cancer type 1 susceptibility protein (Fragment),,1 out of 5
A0A2S0R9F4,A0A2S0R9F4_HUMAN,unreviewed,BRCA2 (Fragment),,1 out of 5
Q8WWN6,Q8WWN6_HUMAN,unreviewed,Nav1.5 (Fragment),,1 out of 5
A0A0B6XK25,A0A0B6XK25_HUMAN,unreviewed,Thrombospondin 1 (Fragment),,1 out of 5
A0A386IN05,A0A386IN05_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2,,1 out of 5
A0A386IPY0,A0A386IPY0_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2,,1 out of 5
A0A2S0R766,A0A2S0R766_HUMAN,unreviewed,BRCA2 (Fragment),,1 out of 5
K4K7V3,K4K7V3_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 1 (Fragment),,1 out of 5
A0A068BI44,A0A068BI44_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 1 (Fragment),,1 out of 5
B4DWK2,B4DWK2_HUMAN,unreviewed,"cDNA FLJ60360, highly similar to Breast cancer anti-estrogen resistance protein 3",,1 out of 5
A0A386INN6,A0A386INN6_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 1 (Fragment),,1 out of 5
A0A0F6TMZ3,A0A0F6TMZ3_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 1 (Fragment),,1 out of 5
A0A068BCB6,A0A068BCB6_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 1 (Fragment),,1 out of 5
A0A386IN22,A0A386IN22_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2,,1 out of 5
Q6UGB8,Q6UGB8_HUMAN,unreviewed,Putative DNA/chromatin binding motif (Fragment),,1 out of 5
A0A0K0PU93,A0A0K0PU93_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),,1 out of 5
A0A068BFW8,A0A068BFW8_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2 (Fragment),,1 out of 5
A0A0F7CSW3,A0A0F7CSW3_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2 (Fragment),,1 out of 5
A0A248X3Z4,A0A248X3Z4_HUMAN,unreviewed,BRCA2 (Fragment),,1 out of 5
G4V4Z8,G4V4Z8_HUMAN,unreviewed,Breast cancer associated protein 1 (Fragment),,1 out of 5
Q4JM62,Q4JM62_HUMAN,unreviewed,Envelope protein (Fragment),,1 out of 5
A0A6B7FUD8,A0A6B7FUD8_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27) (Fragment),,1 out of 5
A0A386IPY7,A0A386IPY7_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27),,3 out of 5
H6TXS1,H6TXS1_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 6.3.2.-) (Fragment),,1 out of 5
A0A068BC99,A0A068BC99_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 1 (Fragment),,1 out of 5
Q9NP09,Q9NP09_HUMAN,unreviewed,ERBB2 (Fragment),,1 out of 5
A0A0F6TMQ7,A0A0F6TMQ7_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2 (Fragment),,1 out of 5
Q7Z2X2,Q7Z2X2_HUMAN,unreviewed,p100 RasGAP-associated p105 protein (Fragment),,1 out of 5
A0A2S0RBI9,A0A2S0RBI9_HUMAN,unreviewed,BRCA2 (Fragment),,1 out of 5
A0A2R8Y5E4,A0A2R8Y5E4_HUMAN,unreviewed,Breast cancer anti-estrogen resistance protein 1,,1 out of 5
W1IC92,W1IC92_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment),,3 out of 5
Q8WZ76,Q8WZ76_HUMAN,unreviewed,Breast cancer resistance protein (Fragment),,1 out of 5
A0A0F6TMQ0,A0A0F6TMQ0_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 1 (Fragment),,1 out of 5
A0A2S0R991,A0A2S0R991_HUMAN,unreviewed,BRCA2 (Fragment),,1 out of 5
B3KWS6,B3KWS6_HUMAN,unreviewed,"cDNA FLJ43731 fis, clone TESTI1000391, highly similar to Breast cancer anti-estrogen resistance protein 1",,1 out of 5
D3PK06,D3PK06_LEPSM,unreviewed,BRMS1 (Breast cancer metastasis-suppressor 1-like protein),,1 out of 5
A6ZFQ1,A6ZFQ1_HUMAN,unreviewed,Cytochrome b,,2 out of 5
A0A386IPL0,A0A386IPL0_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27),,3 out of 5
A0A386IPV4,A0A386IPV4_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2,,1 out of 5
Q9NP17,Q9NP17_HUMAN,unreviewed,Env-like protein (Fragment),,1 out of 5
A0A068BEV8,A0A068BEV8_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2 (Fragment),,1 out of 5
A0A248X3Z1,A0A248X3Z1_HUMAN,unreviewed,BRCA2 (Fragment),,1 out of 5
A0A0R9RX69,A0A0R9RX69_HUMAN,unreviewed,Early onset breast cancer 1 (Fragment),,1 out of 5
Q8IZT7,Q8IZT7_HUMAN,unreviewed,Breast and ovarian cancer susceptibility protein (Fragment),,1 out of 5
A0A2S0RQF6,A0A2S0RQF6_HUMAN,unreviewed,BRCA2 (Fragment),,1 out of 5
A0A3Q8VQF5,A0A3Q8VQF5_HUMAN,unreviewed,Coiled-coil-helix-coiled-coil-helix domain-containing protein 2 (Fragment),,1 out of 5
W1IDY4,W1IDY4_HUMAN,unreviewed,Cytochrome c oxidase polypeptide I (EC 7.1.1.9) (Cytochrome c oxidase subunit 1) (Fragment),,2 out of 5
A0A068BDU2,A0A068BDU2_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2 (Fragment),,1 out of 5
B2ZAH1,B2ZAH1_HUMAN,unreviewed,TP53 (Fragment),,1 out of 5
A0A2S0R9D5,A0A2S0R9D5_HUMAN,unreviewed,BRCA2 (Fragment),,1 out of 5
A0A2R4U2D8,A0A2R4U2D8_HUMAN,unreviewed,BRCA1 protein (Fragment),,1 out of 5
K4JTS7,K4JTS7_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2 (Fragment),,1 out of 5
A0A068BI47,A0A068BI47_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2 (Fragment),,1 out of 5
A2I9Y7,A2I9Y7_HUMAN,unreviewed,Tumor protein p53 (Tumor suppressor p53) (p53) (Fragment),,1 out of 5
E0Y4D1,E0Y4D1_HUMAN,unreviewed,Cytochrome b,,2 out of 5
Q6RJW2,Q6RJW2_HUMAN,unreviewed,Env (Fragment),,1 out of 5
D3DUG6,D3DUG6_HUMAN,unreviewed,"Breast cancer antiestrogen resistance 4 protein (HCG1814062, isoform CRA_a)",,1 out of 5
Q8WCW5,Q8WCW5_HUMAN,unreviewed,ATP synthase subunit a,,2 out of 5
A0A2S0R781,A0A2S0R781_HUMAN,unreviewed,BRCA2 (Fragment),,1 out of 5
Q7Y6V6,Q7Y6V6_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 7.1.1.9),,3 out of 5
H3BTL5,H3BTL5_HUMAN,unreviewed,Breast cancer anti-estrogen resistance protein 1 (Fragment),,1 out of 5
Q7GWT3,Q7GWT3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2),,3 out of 5
A6QKW0,A6QKW0_HUMAN,unreviewed,SHINC3,,1 out of 5
A0A386IQ66,A0A386IQ66_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27),,3 out of 5
G8I0D8,G8I0D8_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27),,3 out of 5
H0Y881,H0Y881_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),,1 out of 5
Q9UJ52,Q9UJ52_HUMAN,unreviewed,Latrophilin-2 (Fragment),,1 out of 5
A0A0K0PUK0,A0A0K0PUK0_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),,1 out of 5
A0A386IP91,A0A386IP91_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2,,1 out of 5
Q8WWN3,Q8WWN3_HUMAN,unreviewed,Nav1.6 (Fragment),,1 out of 5
D2D4A4,D2D4A4_HUMAN,unreviewed,Uncharacterized protein,,1 out of 5
A7U419,A7U419_HUMAN,unreviewed,Mutant NADH dehydrogenase subunit 6 (Fragment),,1 out of 5
A0A0S2ZYP6,A0A0S2ZYP6_HUMAN,unreviewed,Mutant BRCA2 (Fragment),,1 out of 5
Q9NTF0,Q9NTF0_HUMAN,unreviewed,Cystathionine beta-synthase (EC 4.2.1.22) (Fragment),,2 out of 5
A0A068BEU9,A0A068BEU9_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 1 (Fragment),,1 out of 5
A0A068BC97,A0A068BC97_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 1 (Fragment),,1 out of 5
A0A068BFW2,A0A068BFW2_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 1 (Fragment),,1 out of 5
K4K7V6,K4K7V6_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2 (Fragment),,1 out of 5
A0A068BC92,A0A068BC92_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2 (Fragment),,1 out of 5
W1IC97,W1IC97_HUMAN,unreviewed,Cytochrome c oxidase polypeptide I (EC 7.1.1.9) (Cytochrome c oxidase subunit 1) (Fragment),,2 out of 5
A0A2S0RQF7,A0A2S0RQF7_HUMAN,unreviewed,BRCA2 (Fragment),,1 out of 5
A0A248X3Y7,A0A248X3Y7_HUMAN,unreviewed,BRCA2 (Fragment),,1 out of 5
Q86YU2,Q86YU2_HUMAN,unreviewed,Transforming growth factor beta 1 (Fragment),,1 out of 5
A0A068BDT0,A0A068BDT0_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2 (Fragment),,1 out of 5
A0A1W5KJW8,A0A1W5KJW8_HUMAN,unreviewed,Monoamine oxidase A (Fragment),,1 out of 5
B2ZAH0,B2ZAH0_HUMAN,unreviewed,BRCA2 (Fragment),,1 out of 5
A0A386IPV2,A0A386IPV2_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2,,1 out of 5
Q96CD4,Q96CD4_HUMAN,unreviewed,Similar to breast cancer anti-estrogen resistance 1 (Fragment),,1 out of 5
X2CV47,X2CV47_HUMAN,unreviewed,AKT1m transcript variant 3 (Fragment),,1 out of 5
A0A386IPY5,A0A386IPY5_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 1,,1 out of 5
A6ZF47,A6ZF47_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,,2 out of 5
A0A386IPI4,A0A386IPI4_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2,,1 out of 5
A0A386ING3,A0A386ING3_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2,,1 out of 5
K4JXS7,K4JXS7_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 1 (Fragment),,1 out of 5
Q6PKT8,Q6PKT8_HUMAN,unreviewed,MMTV-like env (Fragment),,1 out of 5
A0A068BDU4,A0A068BDU4_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2 (Fragment),,1 out of 5
A0A068BEU4,A0A068BEU4_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2 (Fragment),,1 out of 5
K4JUC3,K4JUC3_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2 (Fragment),,1 out of 5
Q9H265,Q9H265_HUMAN,unreviewed,BRCA2 protein (Fragment),,1 out of 5
H0YD86,H0YD86_HUMAN,unreviewed,Breast cancer type 2 susceptibility protein (Fragment),,1 out of 5
A0A3Q8UCB1,A0A3Q8UCB1_HUMAN,unreviewed,Breast cancer 1 (Fragment),,1 out of 5
Q9UJ50,Q9UJ50_HUMAN,unreviewed,Latrophilin-2 (Fragment),,1 out of 5
Q4JM64,Q4JM64_HUMAN,unreviewed,Envelope protein (Fragment),,1 out of 5
A0A0A1TE42,A0A0A1TE42_HUMAN,unreviewed,Epithelial splicing regulatory protein 2 (RNA-binding motif protein 35B) (RNA-binding protein 35B),,2 out of 5
A0A649UI46,A0A649UI46_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2,,1 out of 5
A0A386IP85,A0A386IP85_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2,,1 out of 5
Q9UJ48,Q9UJ48_HUMAN,unreviewed,Latrophilin-2 (Fragment),,1 out of 5
A0A386IPV5,A0A386IPV5_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2,,1 out of 5
A0A0F6TN19,A0A0F6TN19_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 1 (Fragment),,1 out of 5
A0A0R9RWK2,A0A0R9RWK2_HUMAN,unreviewed,Erb-b2 receptor tyrosine kinase 2 (Fragment),,1 out of 5
A0A0F6TN86,A0A0F6TN86_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 1 (Fragment),,1 out of 5
Q5G284,Q5G284_HUMAN,unreviewed,Fragile histidine triad (Fragment),,1 out of 5
A0A2S0RAA0,A0A2S0RAA0_HUMAN,unreviewed,BRCA2 (Fragment),,1 out of 5
H3BN62,H3BN62_HUMAN,unreviewed,Breast cancer anti-estrogen resistance protein 1 (Fragment),,1 out of 5
A0A482E729,A0A482E729_HUMAN,unreviewed,Mutant breast cancer type 1 susceptibility protein (EC 2.3.2.27) (Fragment),,1 out of 5
H0Y8B8,H0Y8B8_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),,2 out of 5
A0A386IN52,A0A386IN52_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27),,3 out of 5
A6ZFE9,A6ZFE9_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2),,2 out of 5
A0A0A0MSN1,A0A0A0MSN1_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),,1 out of 5
A0A2S0RQA8,A0A2S0RQA8_HUMAN,unreviewed,BRCA1 (Fragment),,1 out of 5
K4JWF8,K4JWF8_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2 (Fragment),,1 out of 5
A0A386IN34,A0A386IN34_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 1,,1 out of 5
A0A345G161,A0A345G161_HUMAN,unreviewed,BRCA1 (Fragment),,1 out of 5
A0A386IPK0,A0A386IPK0_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2 (Fragment),,1 out of 5
A0A6B7FVI4,A0A6B7FVI4_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27) (Fragment),,1 out of 5
A0A2R8Y5C9,A0A2R8Y5C9_HUMAN,unreviewed,Breast cancer anti-estrogen resistance protein 1,,1 out of 5
A6ZFK3,A6ZFK3_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,,2 out of 5
A0A386IPK6,A0A386IPK6_HUMAN,unreviewed,Breast cancer type 1 susceptibility protein (EC 2.3.2.27),,3 out of 5
A0A4R5,A0A4R5_HUMAN,unreviewed,Keratin 19 (Fragment),,1 out of 5
A0A0A1TTP8,A0A0A1TTP8_HUMAN,unreviewed,Epithelial splicing regulatory protein 2 (RNA-binding motif protein 35B) (RNA-binding protein 35B),,2 out of 5
A0A386IN29,A0A386IN29_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 1 (Fragment),,1 out of 5
A0A0F6RAU6,A0A0F6RAU6_HUMAN,unreviewed,Truncated breast and ovarian cancer susceptibility protein 2 (Fragment),,1 out of 5
